小区,纬度,经度
德园路375弄小区,31.301589,121.315263
永兴路973弄小区,31.258018,121.466028
星保花苑,31.321944,121.461587
闻喜路255弄小区,31.313719,121.467654
和新小区,31.316499,121.458171
愚园路611弄小区,31.227505,121.44368
屹立公寓,31.321071,121.452006
陕西北路721弄小区,31.240975,121.457022
万航渡路767弄小区,31.234048,121.438093
中振坊,31.231505,121.445019
临汾路1565弄小区,31.316433,121.443776
兴艺小区,31.258044,121.474883
静安鼎鑫佳园,31.241811,121.450511
新格公寓,31.242679,121.456439
家化绿苑,31.240144,121.440879
亚成公寓,31.239394,121.463553
达安大厦,31.239986,121.459169
长丰公寓,31.238496,121.443592
普善小区,31.261203,121.462869
永和雅园,31.293395,121.436531
昆泰大厦,31.259018,121.471357
福泰公寓,31.271129,121.46252
平顺路180弄小区,31.318995,121.459134
景凤路380弄小区,31.326929,121.467005
海军小区,31.311919,121.46659
桃浦八村,31.293376,121.354582
岚益公寓,31.252268,121.426984
岚皋西路306弄小区,31.252807,121.427212
华池路1弄小区,31.262168,121.431914
华阴路97号小区,31.267031,121.452346
华池路15-25号小区,31.262493,121.436498
陕西北路1268弄小区,31.247731,121.449995
西沙洪浜,31.241878,121.428406
洵阳新村,31.259489,121.431054
中山北路2451弄小区,31.251146,121.43056
华阴路292号小区,31.265244,121.447943
信安新村,31.255549,121.428178
岚皋西路342弄小区,31.252248,121.426066
武宁新村,31.244914,121.431866
女子公寓,31.249453,121.443243
悠雅曹杨,31.265283,121.407822
昌化路1034弄小区,31.252966,121.4513
浩创商务公寓,31.254355,121.419245
北岭园,31.250034,121.409847
天纪公寓,31.243216,121.441544
东新路137弄小区,31.247929,121.431816
浙铁绿城长风中心,31.232239,121.396724
华池路45号小区,31.262215,121.434875
大金丰,31.245863,121.367744
北石村,31.255594,121.414665
北石路67号小区,31.255249,121.411411
钻石城中城,31.225222,121.489661
宜稼堂遗址,31.222966,121.503639
怡瑞坊,31.223319,121.502796
霞飞坊,31.222665,121.466732
祥顺里,31.220021,121.484676
祥兴里,31.236193,121.496747
永嘉第三管理小区,31.223009,121.467154
小东门社区,31.225872,121.503284
永理第三小区北区,31.218059,121.484636
永理二小区(建国中路),31.215435,121.476109
局门路162号,31.212642,121.487088
永平安,31.242825,121.482164
永泰街小区,31.221484,121.504006
馀康里,31.230147,121.48859
育伦里,31.245198,121.471822
普育东路36号小区,31.215623,121.502623
蒙自路216号,31.211372,121.48407
蒙自路380弄,31.208995,121.485576
海潮路240弄,31.213389,121.503608
马当路418弄,31.220227,121.481663
南车站路450弄,31.210784,121.49992
丽园路660号小区,31.212891,121.486504
永宁街66号,31.221046,121.49503
先棉祠街36号,31.222892,121.498039
局门路160号,31.212569,121.486912
中山南一路1043弄,31.201903,121.479065
富南大厦,31.217528,121.496932
茂名大楼,31.228847,121.466525
枫林大楼,31.205938,121.459733
河滨国际公寓,31.170521,121.437931
泓园,31.208005,121.456445
康平大楼,31.210489,121.4501
科汇公寓,31.199957,121.447966
汽联大厦,31.205093,121.463405
信联公寓,31.213422,121.448286
虹桥路772弄小区,31.200359,121.431
宛平路189弄小区,31.206152,121.449911
陕西南路488弄小区,31.216706,121.467828
高邮公寓,31.217086,121.445373
清真路77号小区,31.205342,121.46542
中山南二路960弄小区,31.189483,121.453867
天然居(别墅),31.149661,121.451933
汇金广场(B座),31.201201,121.446118
吴兴路30弄小区,31.211563,121.448132
城家公寓酒店,31.19979,121.4666
申航小区,31.184376,121.448239
番南小区(西区),31.197729,121.431523
冠生园路261弄小区,31.168786,121.432363
良友公寓,31.216812,121.450131
环龙新苑,31.201861,121.475623
欣园新邨,31.163231,121.413832
汇成武康公寓,31.21332,121.444527
革新路20号甲小区,31.344693,121.461763
宝林路462弄小区,31.405918,121.489746
四泾镇开江中路203号小区,31.117678,121.28579
洛场路250弄小区,31.308804,121.416957
四泾镇开江中路303号小区,31.117187,121.283799
泗滨路501弄小区,31.107997,121.260051
友谊支路300弄小区,31.414455,121.492538
菊泉街530弄小区,31.359514,121.380556
松东路175号小区,31.018902,121.261965
东太路265弄小区,31.391511,121.369533
松汇东路29弄小区,31.007385,121.256956
松汇东路31弄小区,31.007249,121.258483
长江西路440弄小区,31.353999,121.497588
南东路19号小区,31.38995,121.369728
松汇东路39号小区,31.006493,121.258064
淞滨路48弄小区,31.380583,121.506326
松汇路99号小区,31.009401,121.245062
松汇西路289弄小区,31.009035,121.233019
二纺公房,31.376841,121.501479
松汇西路709弄小区,31.009677,121.226024
松汇中路87弄小区,31.016058,121.237357
瑞华宝都,31.384039,121.503851
世纪飞凡锦城,31.356535,121.400046
松汇中路91号小区,31.009197,121.241936
松汇中路89号小区,31.00917,121.241991
松汇中路93号小区,31.00934,121.241801
松汇中路95号小区,31.009348,121.241716
松汇中路97号小区,31.00922,121.241864
松江英式风貌区G区,31.040217,121.20317
新育东区,31.071913,121.328165
新中街199弄小区,31.069585,121.317045
东林路322号小区,31.412434,121.499257
新中街62弄小区,31.070068,121.318346
云亭华府,31.14635,121.31794
塘后支路55弄小区,31.396732,121.514668
真玉路16弄小区,31.006533,121.218959
镇南A区,31.061812,121.321159
泗塘大厦,31.344317,121.465319
永清路335弄小区,31.394662,121.503266
镇南B区,31.062167,121.319473
外苑,31.01621,121.263231
乾皓苑,31.31214,121.401897
殷高路40弄小区,31.325493,121.496742
中山东路180弄小区,31.013157,121.253227
淞浦苑,31.357102,121.500311
中山东路62弄小区,31.013278,121.259687
新月锦绣园,31.411799,121.438351
中山二路177弄小区,31.015533,121.237251
中山中路54弄小区,31.013288,121.244798
中心街35弄小区,30.939409,121.074434
永清一村,31.395364,121.502999
安阁苑(北区),31.096748,121.596935
盈标花园,31.246305,121.60035
恒大星级公寓(二期),31.176499,121.517184
华高新苑(南区),31.287047,121.615564
临沂六村,31.197192,121.520308
由由四村,31.199089,121.538323
临沂三村,31.199896,121.514829
金巷高层小区,31.263392,121.604038
金旋小区,31.189272,121.541171
宁阳小区,31.217794,121.523327
京浦小区,31.159227,121.574002
凌兆八村,31.149221,121.504128
欣晟家园,31.20938,121.535441
新昌里公寓,31.181876,121.517695
恒大星际公寓(一期),31.175832,121.51909
久事大桥公寓,31.213039,121.523208
海苑大厦,31.242,121.55164
德馨公寓,31.172278,121.492136
莲杨苑,31.183047,121.568182
联洋新苑,31.229437,121.558961
恒大华城东林苑,31.164442,121.493493
万科提香别墅,31.13913,121.55017
情谊苑,31.204025,121.698176
华丰佳园,31.165258,121.50864
临沂大楼,31.201706,121.52536
吴中路970弄小区,31.184482,121.395085
梅陇二村,31.141594,121.417342
春申丽园一期,31.104983,121.393398
联盛花苑,31.14532,121.357597
东苑绿世界花园(南区),31.129071,121.398636
金色西郊城,31.232144,121.33914
名都新城(三期),31.113424,121.397685
品家都市星城,31.107352,121.393517
浦江华侨城(四期公寓),31.098973,121.501345
静安新城四区,31.165277,121.389858
罗阳东四村,31.126457,121.415827
浦江华侨城(三期),31.102637,121.503173
万科优诗美地,31.162881,121.343617
万科荷花苑,31.164557,121.340419
合生城邦(三街坊公寓),31.022431,121.414063
一品漫城(四期别墅),31.120847,121.495207
林茵湖畔园西区(别墅),31.212957,121.284935
古北壹号(别墅),31.19239,121.403208
富力虹桥十号(别墅),31.214695,121.32437
新都名园(东区),31.161527,121.339322
静安新城九区,31.166129,121.386088
古北新城(二期),31.18907,121.411452
罗阳七村华宝小区,31.129361,121.407786
红旗三村,31.016999,121.407293
西庭网球俱乐部和公寓,31.207747,121.292982
万源城御溪(公寓),31.153148,121.398842
民航延西大楼,31.214837,121.428129
开纳公寓,31.230638,121.437297
延安西路970弄小区,31.219006,121.438173
长宁支路302弄小区,31.230722,121.433537
遵义路757弄小区,31.221431,121.415024
天山路1922弄小区,31.214317,121.421067
长宁支路314弄小区,31.22996,121.429878
金森大厦,31.21751,121.429176
安西路665号小区,31.220005,121.431856
安化路329号小区,31.220969,121.429979
玉屏南路721弄小区,31.220292,121.407842
泰安路109弄小区,31.213386,121.442073
君文别墅,31.210836,121.435886
天山支路95弄小区,31.219832,121.404025
邢家桥北路163弄小区,31.265987,121.493276
新华路84弄小区,31.208194,121.437092
邢家桥北路303号小区,31.263859,121.491741
天武小区,31.252285,121.495155
天通庵路657号小区,31.269754,121.483428
同济里壹街,31.273229,121.483276
同心桥创业公寓,31.275942,121.47804
汶广小区,31.301011,121.47169
舟山路410弄小区,31.263542,121.511182
伊敏河路50弄小区,31.292463,121.502378
周家嘴路750弄小区,31.263711,121.509261
周家嘴路783弄小区,31.264818,121.509037
怡城苑,31.302756,121.481506
怡虹小区,31.27877,121.49943
西一小区,31.280914,121.485519
新都苑,31.289421,121.476058
祥吉里,31.269002,121.48695
友谊一村,31.290625,121.48568
新港路4号小区,31.274467,121.512084
有恒邨,31.259491,121.505446
榆林路47号小区,31.259166,121.52108
池沟路200弄小区,31.308479,121.485882
祥光里,31.257478,121.510339
松花小区,31.295985,121.506905
上实海上荟(别墅),31.344907,121.286583
浏翔花苑,31.328399,121.32074
桂圆别墅,31.314408,121.258703
岗身苑,31.367473,121.180696
清河路54弄小区,31.39029,121.254058
东塔小区,31.387053,121.258214
中冶祥腾城市广场,31.302304,121.328838
戬浜社区20弄小区,31.385172,121.301273
复华城市花园百合里(别墅),31.386884,121.280646
大成名庭,31.410794,121.272163
城中路203弄小区,31.39072,121.253399
中冶祥腾城市佳园,31.302257,121.328286
安亭新镇波恩风情,31.274231,121.174065
嘉行公路3154弄小区,31.467622,121.247667
菊园别墅二区,31.326774,121.214478
温宿路30弄小区,31.394425,121.254457
大治路668弄小区,31.381313,121.299417
民主街285弄小区,31.296219,121.314115
温宿路16弄小区,31.394903,121.255204
嘉戬支路214弄小区,31.38129,121.303969
州桥社区,31.387131,121.25749
德华路487号小区,31.300008,121.316886
龙湖霖珑公馆,31.353476,121.25438
航鹰小区,31.310969,121.438422
柳迎村,31.231208,121.450355
张园,31.234359,121.466945
胶州大厦,31.241128,121.4456
局北村,31.255783,121.477
沪太路631弄小区,31.267078,121.454925
共和新路703弄小区,31.261978,121.470907
常熟路104弄小区,31.22268,121.454147
延安中路1135弄小区,31.227124,121.454218
汾西路880弄小区,31.320461,121.455949
芷江中路413弄小区,31.265545,121.476332
古柏小区,31.226027,121.458276
余姚路436弄小区,31.240647,121.441797
多福里,31.230764,121.471033
富民路22弄小区,31.227271,121.456124
奉贤路195号小区,31.236493,121.464951
胶州路274弄小区,31.235146,121.450112
汾西路691号小区,31.319604,121.459923
常熟路118弄小区,31.222533,121.454254
共和新路1869弄小区,31.279288,121.461689
晋元小区,31.247081,121.47602
华山路639弄小区,31.221862,121.447642
北石路71号小区,31.254971,121.411029
北石路85号小区,31.254655,121.4104
宫,31.2886,121.392758
古浪路415弄小区,31.287753,121.391013
光复西路2369弄小区,31.22717,121.408563
人才大厦,31.209113,121.48354
大渡河690弄小区,31.235931,121.402099
大康里,31.219792,121.486899
大渡河路690弄小区,31.235841,121.402502
同福里,31.228803,121.470883
江宁路1023弄小区,31.248423,121.451594
江宁路1033弄小区,31.248605,121.451395
永宁街48号小区,31.221237,121.495412
江宁路1243弄小区,31.251345,121.448863
江宁路1383弄小区,31.253316,121.447083
兴安里,31.226025,121.488065
江宁路1400号小区,31.253917,121.44828
复兴东路876号小区,31.226825,121.495197
交暨路65弄小区,31.26689,121.427972
合肥路636号小区,31.219915,121.477909
南石二路115号小区,31.251038,121.409816
合肥路638号小区,31.21982,121.477821
合肥路640号小区,31.219788,121.477651
南溪园,31.245216,121.416601
局门后路63号小区,31.214327,121.487535
巨鹿路300-320号小区,31.229203,121.466493
金杨园,31.238491,121.409883
华池路311弄小区,31.259751,121.429274
丽园路871号楼,31.212736,121.48248
丽园路885号楼,31.212618,121.481897
南昌路54号小区,31.225573,121.476965
汝南路70弄小区,31.208332,121.49101
华池路2号小区,31.26272,121.436831
铁道路676号小区,31.203688,121.481327
华池路35号小区,31.262368,121.435796
五里桥路256号小区,31.209333,121.486587
华池路55号小区,31.262428,121.434885
华池路381号小区,31.260163,121.431716
制造局路66弄小区,31.216035,121.489108
泾惠路39弄小区,31.263961,121.443188
自忠路349号小区,31.22408,121.48077
南塘浜路115号小区,31.209515,121.479327
普雄路28弄小区,31.243197,121.430617
爱民弄,31.242135,121.483072
乾兴坊,31.248737,121.455002
瞿溪路119弄小区,31.212678,121.50132
华阴路1401弄小区,31.264625,121.445615
华阴路204号小区,31.264811,121.449272
人安里,31.241647,121.477858
海潮路230弄小区,31.213661,121.503967
华阴路211号小区,31.265139,121.449222
陆家浜路413弄小区,31.217323,121.506487
华阴路215号小区,31.265268,121.449071
澳龙公寓,31.175185,121.442868
麦琪公寓,31.216967,121.453285
铭源大楼,31.180927,121.442515
徐汇一品苑,31.220475,121.446926
上海中学住宅区,31.146572,121.442018
耀江新村,31.016828,121.262099
汇成宾阳苑,31.16966,121.443284
叶家中心村小区,31.121767,121.30183
逸峰小区,31.071791,121.150398
罗秀路1001弄小区,31.136523,121.435306
茵芳小区,31.147834,121.301636
百龙小区,31.151398,121.456265
仪表新村,31.176249,121.432916
银湖森林别墅,31.119869,121.236533
新东苑四村,31.067484,121.331022
御泓苑一期,31.152201,121.305115
长桥街89弄小区,31.012186,121.23797
龙龙家园,31.163229,121.459453
松汇中路425弄小区,31.008804,121.244151
松乐路59号小区,31.022346,121.246612
舒乐公寓,31.137528,121.441013
松汇西路1185弄小区,31.009276,121.217235
开江西路590弄小区,31.116892,121.276683
康兴公寓,31.21739,121.447251
邱家湾50弄小区,31.015298,121.251378
恒安阁,31.196105,121.454405
阔街53弄小区,31.011199,121.236696
石油公寓,31.20346,121.439844
人民南路51弄小区,31.012398,121.235607
中山中路45弄小区,31.012608,121.244824
松汇中路56弄小区,31.00944,121.226141
乌中小区,31.218564,121.45328
兴仓路239弄小区,31.013398,121.208907
思贤路1265弄小区,31.034154,121.245692
汇成四村,31.150186,121.442084
建灵大楼,31.202324,121.465734
荣乐东路167弄小区,31.024699,121.245905
东安四村,31.192979,121.457854
松汇西路278弄小区,31.00888,121.21589
松汇西路654弄小区,31.002106,121.213701
菜花泾55弄小区,31.01848,121.246461
永福第三小区,31.220424,121.458416
松汇东路50弄小区,31.006275,121.258764
协昌小区,31.185583,121.451038
青凯路329弄小区,31.113677,121.280878
